analysis_set,biological_unit,panel,panel_genes,selection_status,normalization,symbol_deduplication,n_expression_features,gene_pool,seed,ctrl_size,n_bins,use_raw,ctrl_as_ref,n_control_genes,relevant_expression_bins,control_set_sha256,scanpy_version,control_gene_order,control_gene,matrix_feature_index_1based,expression_bin,mean_log1p_normalized_expression,fixed_configuration,component_identity_rule,matched_control_status,interpretation_limit
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,188,Slc25a16,14476,17,0.05358931847172407,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,189,Slc2a12,14203,17,0.07356198654619879,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,190,Smim8,6735,19,0.11661893984078228,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,191,Sorl1,18008,19,0.120586340923255,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,192,Sp100,642,19,0.11158855325928892,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,193,Spen,7983,20,0.18690564625623216,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,194,Sptbn1,19261,16,0.0439196141405614,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,195,Srbd1,25686,17,0.06674534662205561,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,196,St3gal1,23141,15,0.01922068364939458,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,197,Sufu,27737,17,0.07252283216638686,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,198,Tango6,16270,15,0.01794930627429813,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,199,Tapbpl,11283,20,0.21594340958761532,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,200,Tbx6,13714,15,0.01664637316035021,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,201,Tex30,278,19,0.1419595592365775,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,202,Tfb2m,1535,16,0.04389117081377823,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,203,Tfrc,24090,17,0.06763609887592635,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,204,Timm9,22396,19,0.11404109670711234,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,205,Tk2,16176,20,0.2151428396545584,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,206,Tmem140,10302,20,0.16321905392543412,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,207,Tmem177,899,16,0.03034978940842385,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,208,Tmem199,20092,20,0.16091757062622947,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,209,Tmem67,6639,15,0.01846772213186601,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,210,Tnip1,19541,17,0.07038711508519452,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,211,Tomm40l,1398,17,0.06554664049781238,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,212,Tpcn1,9495,20,0.2232179622316341,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,213,Trappc5,15279,20,0.16338517620255902,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,214,Triap1,9414,20,0.19706109802138447,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,215,Trim32,7083,17,0.05585889307813136,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,216,Tsr2,5009,17,0.053569445404976,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,217,Ttc19,19701,20,0.17509150553584146,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,218,Ttc38,23456,17,0.05116614162024318,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,219,Ttyh2,20815,16,0.04175807863348553,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,220,Tusc2,18759,19,0.12799536798560235,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,221,Tyw3,6550,16,0.02681348275627247,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,222,Ube2v1,3834,16,0.03438206984349562,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,223,Ubox5,3289,15,0.01436064133665452,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
